product_id,product_name,primary_category,discounted_price_value,actual_price_value,discount_rate,rating_value,price_competitiveness_index,discount_effectiveness_score,pricing_signal
B082FTPRSK,Zinq Five Fan Cooling Pad and Laptop Stand with Dual Height Adjustment and Dual USB Port Extension (Black),Computers&Accessories,999.0,1999.0,0.5,4.2,0.010873185871101752,0.5195447798119743,No urgent price intervention.
B0747VDH9L,"INALSA Hand Blender 1000 Watt with Chopper, Whisker, 600 ml Multipurpose Jar|Variable Speed And Turbo Speed Function |100% Copper Motor |Low Noise |ANTI-SPLASH TECHNOLOGY|2 Year Warranty",Home&Kitchen,2742.0,3995.0,0.31,4.4,0.01095895807386086,0.33745670460168237,No urgent price intervention.
B07MKFNHKG,VW 80 cm (32 inches) Frameless Series HD Ready LED TV VW32A (Black),Electronics,6999.0,12999.0,0.46,4.2,0.01099104265666844,0.4779811974270164,No urgent price intervention.
B0B467CCB9,Karbonn 80 cm (32 Inches) Millennium Series HD Ready LED TV KJW32NSHDF (Phantom Black) with Bezel-Less Design,Electronics,6999.0,16990.0,0.59,3.8,0.01099104265666844,0.5546759030183078,Likely overpriced relative to customer value.
B00935MD1C,"Prestige PRWO 1.8-2 700-Watts Delight Electric Rice Cooker with 2 Aluminium Cooking Pans - 1.8 Liters, White",Home&Kitchen,2719.0,3945.0,0.31,3.7,0.011054194692501105,0.28377041068777836,Likely overpriced relative to customer value.
B0B9RN5X8B,V-Guard Zio Instant Water Geyser | 3 Litre | 3000 W Heating | White-Blue | | 2 Year Warranty,Home&Kitchen,2699.0,4700.0,0.43,4.2,0.011138328528965999,0.4468085106382979,No urgent price intervention.
B00W56GLOQ,"Wonderchef Nutri-blend Mixer, Grinder & Blender | Powerful 400W 22000 RPM motor | Stainless steel Blades | 2 unbreakable jars | 2 Years warranty | Online recipe book by Chef Sanjeev Kapoor | Black",Home&Kitchen,2699.0,5000.0,0.46,4.0,0.011138328528965999,0.4552201880257299,No urgent price intervention.
B07G147SZD,NEXOMS Instant Heating Water Tap Wall Mounted with 3 Pin Indian Plug (16Amp),Home&Kitchen,2699.0,3799.0,0.29,4.0,0.011138328528965999,0.28698664027709053,No urgent price intervention.
B00NM6MO26,Prestige PIC 16.0+ 1900W Induction Cooktop with Soft Touch Push Buttons (Black),Home&Kitchen,2698.0,3945.0,0.32,4.0,0.011142567963757474,0.3166749134092034,No urgent price intervention.
B00TI8E7BI,Philips HD9306/06 1.5-Litre Electric Kettle (Multicolor),Home&Kitchen,2695.0,2695.0,0.0,4.4,0.011155305145021511,0.0,No urgent price intervention.
B09C6HXFC1,"Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",Computers&Accessories,970.0,1799.0,0.46,4.5,0.011207219602933296,0.5121227115289462,No urgent price intervention.
B09C6HXFC1,"Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",Computers&Accessories,970.0,1799.0,0.46,4.5,0.011207219602933296,0.5121227115289462,No urgent price intervention.
B09C6HXFC1,"Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",Computers&Accessories,970.0,1799.0,0.46,4.5,0.011207219602933296,0.5121227115289462,No urgent price intervention.
B09W5XR9RT,"Duracell USB C To Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",Computers&Accessories,970.0,1999.0,0.51,4.4,0.011207219602933296,0.5551707075705097,No urgent price intervention.
B09W5XR9RT,"Duracell USB C To Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",Computers&Accessories,970.0,1999.0,0.51,4.4,0.011207219602933296,0.5551707075705097,No urgent price intervention.
B09W5XR9RT,"Duracell USB C To Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",Computers&Accessories,970.0,1999.0,0.51,4.4,0.011207219602933296,0.5551707075705097,No urgent price intervention.
B09C6HWG18,"Duracell Type C To Type C 5A (100W) Braided Sync & Fast Charging Cable, 3.9 Feet (1.2M). USB C to C Cable, Supports PD & QC 3.0 Charging, 5 GBPS Data Transmission – Black",Computers&Accessories,970.0,1999.0,0.51,4.2,0.011207219602933296,0.5299356754082138,No urgent price intervention.
B09C6HWG18,"Duracell Type C To Type C 5A (100W) Braided Sync & Fast Charging Cable, 3.9 Feet (1.2M). USB C to C Cable, Supports PD & QC 3.0 Charging, 5 GBPS Data Transmission – Black",Computers&Accessories,970.0,1999.0,0.51,4.2,0.011207219602933296,0.5299356754082138,No urgent price intervention.
B09XTQFFCG,"FYA Handheld Vacuum Cleaner Cordless, Wireless Hand Vacuum&Air Blower 2-in-1, Mini Portable Car Vacuum Cleaner with Powerful Suction, USB Rechargeable Vacuum for Pet Hair, Home and Car",Home&Kitchen,2669.0,3199.0,0.17,3.9,0.011266893479142866,0.1640277090549233,Likely overpriced relative to customer value.
B0746N6WML,"Parker Vector Camouflage Gift Set - Roller Ball Pen & Parker Logo Keychain (Black Body, Blue Ink), 2 Piece Set",OfficeProducts,341.0,450.0,0.24,4.3,0.011415034735813819,0.25531914893617025,No urgent price intervention.
B0B8SRZ5SV,"AmazonBasics USB C to Lightning Aluminum with Nylon Braided MFi Certified Charging Cable (Grey, 1.2 meter)",Computers&Accessories,949.0,1999.0,0.53,4.4,0.01146185038161481,0.5769421078673925,No urgent price intervention.
B0B8SSC5D9,"AmazonBasics USB C to Lightning Aluminum with Nylon Braided MFi Certified Charging Cable (Grey, 1.8 meter)",Computers&Accessories,949.0,1999.0,0.53,4.4,0.01146185038161481,0.5769421078673925,No urgent price intervention.
B08SCCG9D4,"JBL Commercial CSLM20B Auxiliary Omnidirectional Lavalier Microphone with Battery for Content Creation, Voiceover/Dubbing, Recording (Black,Small)",Computers&Accessories,949.0,2000.0,0.53,3.9,0.01146185038161481,0.5113805047006433,Likely overpriced relative to customer value.
B08S6RKT4L,"Balzano High Speed Nutri Blender/Mixer/Smoothie Maker - 500 Watt - Silver, 2 Jar",Home&Kitchen,2599.0,4290.0,0.39,4.4,0.011578420682386624,0.4245423057892133,No urgent price intervention.
B078JBK4GX,"Havells Instanio 1-Litre 3KW Instant Water Heater (Geyser), White Blue",Home&Kitchen,2599.0,4560.0,0.43,4.4,0.011578420682386624,0.4680851063829788,No urgent price intervention.
B097R2V1W8,"Bajaj Splendora 3 Litre 3KW IWH Instant Water Heater (Geyser), White",Home&Kitchen,2599.0,5890.0,0.56,4.1,0.011578420682386624,0.5680356259277585,No urgent price intervention.
B09WMTJPG7,Crompton InstaBliss 3-L Instant Water Heater (Geyser) with Advanced 4 Level Safety,Home&Kitchen,2599.0,4400.0,0.41,4.1,0.011578420682386624,0.41588322612568035,No urgent price intervention.
B08WWKM5HQ,Crompton Highspeed Markle Prime 1200 mm (48 inch) Anti-Dust Ceiling Fan with Energy Efficient 55W Motor (Burgundy),Home&Kitchen,2599.0,4780.0,0.46,3.9,0.011578420682386624,0.4438396833250866,Likely overpriced relative to customer value.
B08MVXPTDG,"Crompton Insta Delight Fan Circulator Room Heater with 3 Heat Settings (Slate Grey & Black, 2000 Watt)",Home&Kitchen,2590.0,4200.0,0.38,4.1,0.011619695888945467,0.3854527461652647,No urgent price intervention.
B09PDZNSBG,"Goodscity Garment Steamer for Clothes, Steam Iron Press - Vertical & Horizontal Steaming up to 22g/min, 1200 Watt, 230 ml Water tank & 30 sec Fast Heating (GC 111)",Home&Kitchen,2575.0,6700.0,0.62,4.2,0.011689129068134099,0.6442355269668482,No urgent price intervention.
B09GFLXVH9,"Redmi 9A Sport (Coral Green, 2GB RAM, 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery",Electronics,6499.0,8499.0,0.24,4.1,0.01185969238701961,0.24344383968332506,No urgent price intervention.
B09GFM8CGS,"Redmi 9A Sport (Carbon Black, 2GB RAM, 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery",Electronics,6499.0,7999.0,0.19,4.1,0.01185969238701961,0.19272637308263235,No urgent price intervention.
B0BBN4DZBD,"Redmi A1 (Light Blue, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",Electronics,6499.0,8999.0,0.28,4.0,0.01185969238701961,0.277090549233053,No urgent price intervention.
B0BBN56J5H,"Redmi A1 (Black, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",Electronics,6499.0,8999.0,0.28,4.0,0.01185969238701961,0.277090549233053,No urgent price intervention.
B0BBN3WF7V,"Redmi A1 (Light Green, 2GB RAM 32GB ROM) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",Electronics,6499.0,8999.0,0.28,4.0,0.01185969238701961,0.277090549233053,No urgent price intervention.
B0BLV1GNLN,"WZATCO Pixel | Portable LED Projector | Native 720p with Full HD 1080P Support | 2000 Lumens (200 ANSI) | 176"" Large Screen | Projector for Home and Outdoor | Compatible with TV Stick, PC, PS4",Electronics,6490.0,9990.0,0.35,4.0,0.011876554363957839,0.34636318654131615,No urgent price intervention.
B078KRFWQB,"Havells Cista Room Heater, White, 2000 Watts",Home&Kitchen,2499.0,3945.0,0.37,3.8,0.012053734296665244,0.3478476001979218,Likely overpriced relative to customer value.
B00KRCBA6E,Maharaja Whiteline Lava Neo 1200-Watts Halogen Heater (White and Red),Home&Kitchen,2499.0,5000.0,0.5,3.8,0.012053734296665244,0.47006432459178626,Likely overpriced relative to customer value.
B07XLCFSSN,"Amazonbasics Nylon Braided Usb-C To Lightning Cable, Fast Charging Mfi Certified Smartphone, Iphone Charger (6-Foot, Dark Grey)",Computers&Accessories,899.0,1900.0,0.53,4.4,0.01211599481543299,0.5769421078673925,No urgent price intervention.
B07XLCFSSN,"Amazonbasics Nylon Braided Usb-C To Lightning Cable, Fast Charging Mfi Certified Smartphone, Iphone Charger (6-Foot, Dark Grey)",Computers&Accessories,899.0,1900.0,0.53,4.4,0.01211599481543299,0.5769421078673925,No urgent price intervention.
B07XLCFSSN,"Amazonbasics Nylon Braided Usb-C To Lightning Cable, Fast Charging Mfi Certified Smartphone, Iphone Charger (6-Foot, Dark Grey)",Computers&Accessories,899.0,1900.0,0.53,4.4,0.01211599481543299,0.5769421078673925,No urgent price intervention.
B08WKCTFF3,"ZEBRONICS Aluminium Alloy Laptop Stand, Compatible with 9-15.6 inch Laptops, 7 Angles Adjustable, Anti Slip Silicon Rubber Pads, Foldable, Velvet Pouch Inside, Zeb-NS2000 (Dark Grey)",Computers&Accessories,899.0,1999.0,0.55,4.4,0.01211599481543299,0.5987135081642753,No urgent price intervention.
B01KK0HU3Y,HP Z3700 Wireless Optical Mouse with USB Receiver and 2.4GHz Wireless Connection/ 1200DPI / 16 Months Long Battery Life /Ambidextrous and Slim Design (Modern Gold),Computers&Accessories,899.0,1499.0,0.4,4.2,0.01211599481543299,0.4156358238495795,No urgent price intervention.
B0085IATT6,"D-Link DIR-615 Wi-fi Ethernet-N300 Single_band 300Mbps Router, Mobile App Support, Router | AP | Repeater | Client Modes(Black)",Computers&Accessories,899.0,1800.0,0.5,4.1,0.01211599481543299,0.5071746660069273,No urgent price intervention.
B097XJQZ8H,"Cookwell Bullet Mixer Grinder (5 Jars, 3 Blades, Silver)",Home&Kitchen,2464.0,6000.0,0.59,4.1,0.01222920874034566,0.5984661058881741,No urgent price intervention.
B07JJFSG2B,SanDisk Ultra 128 GB USB 3.0 Pen Drive (Black),Computers&Accessories,889.0,2500.0,0.64,4.3,0.012255653548322407,0.6808510638297872,No urgent price intervention.
B08MXJYB2V,USHA RapidMix 500-Watt Copper Motor Mixer Grinder with 3 Jars and 5 Years Warranty(Sea Green/White),Home&Kitchen,2449.0,3390.0,0.28,4.0,0.012305947461938851,0.277090549233053,No urgent price intervention.
B0B7NWGXS6,Havells Bero Quartz Heater Black 800w 2 Heat Settings 2 Year Product Warranty,Home&Kitchen,2439.0,2545.0,0.04,4.1,0.01235763099617573,0.040573973280554176,No urgent price intervention.
B09DL9978Y,"Hindware Atlantic Compacto 3 Litre Instant water heater with Stainless Steel Tank, Robust Construction, Pressure Relief Valve And I-thermostat Feature (White And Grey)",Home&Kitchen,2399.0,4590.0,0.48,4.1,0.012568673889624864,0.4868876793666501,No urgent price intervention.
B09VL9KFDB,Havells Gatik Neo 400mm Pedestal Fan (Aqua Blue),Home&Kitchen,2399.0,4200.0,0.43,3.8,0.012568673889624864,0.40425531914893614,Likely overpriced relative to customer value.
B082T6GVLJ,"Amazon Basics New Release Nylon USB-A to Lightning Cable Cord, Fast Charging MFi Certified Charger for Apple iPhone, iPad (3-Ft, Rose Gold)",Computers&Accessories,849.0,1809.0,0.53,4.3,0.012847188063599602,0.5638297872340425,No urgent price intervention.
B0162K34H2,"boAt LTG 500 Apple MFI Certified for iPhone, iPad and iPod 2Mtr Data Cable(Space Grey)",Computers&Accessories,849.0,999.0,0.15,4.1,0.012847188063599602,0.15215239980207815,No urgent price intervention.
B08MZQBFLN,"Callas Multipurpose Foldable Laptop Table with Cup Holder | Drawer | Mac Holder | Table Holder Study Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (WA-27-Black)",Computers&Accessories,849.0,4999.0,0.83,4.0,0.012847188063599602,0.8213755566551212,No urgent price intervention.
B08K9PX15C,Zebronics Zeb Wonderbar 10 USB Powered 2.0 Computer Speaker with RGB Lights,Computers&Accessories,849.0,1499.0,0.43,4.0,0.012847188063599602,0.425531914893617,No urgent price intervention.
B09JSW16QD,"boAt LTG 550v3 Lightning Apple MFi Certified Cable with Spaceship Grade Aluminium Housing,Stress Resistance, Rapid 2.4A Charging & 480mbps Data Sync, 1m Length & 10000+ Bends Lifespan(Mercurial Black)",Computers&Accessories,848.99,1490.0,0.43,3.9,0.012847342916478929,0.41489361702127664,Likely overpriced relative to customer value.
B09TBCVJS3,"Amazfit GTS2 Mini (New Version) Smart Watch with Always-on AMOLED Display, Alexa Built-in, SpO2, 14 Days' Battery Life, 68 Sports Modes, GPS, HR, Sleep & Stress Monitoring (Meteor Black)",Electronics,5998.0,7999.0,0.25,4.2,0.012875337405634698,0.25977238990598717,No urgent price intervention.
B00DJ5N9VK,Faber-Castell Connector Pen Set - Pack of 25 (Assorted),Toys&Games,150.0,150.0,0.0,4.3,0.012946253578164164,0.0,No urgent price intervention.
B07BKSSDR2,Dr Trust Electronic Kitchen Digital Scale Weighing Machine (Blue),Health&PersonalCare,899.0,1900.0,0.53,4.0,0.012946253578164164,0.5244928253339931,No urgent price intervention.
B0912WJ87V,"Reffair AX30 [MAX] Portable Air Purifier for Car, Home & Office | Smart Ionizer Function | H13 Grade True HEPA Filter [Internationally Tested] Aromabuds Fragrance Option - Black",Car&Motorbike,2339.0,4000.0,0.42,3.8,0.012946253578164164,0.39485403265710045,Likely overpriced relative to customer value.
B07K19NYZ8,Usha Hc 812 T Thermo Fan Room Heater,Home&Kitchen,2320.0,3290.0,0.29,3.8,0.013006863067994182,0.272637308263236,Likely overpriced relative to customer value.
B099S26HWG,"Classmate Pulse 1 Subject Notebook - 240mm x 180mm , Soft Cover, 180 Pages, Single Line, Pack of 4",OfficeProducts,300.0,300.0,0.0,4.2,0.013016043909961302,0.0,No urgent price intervention.
B08CYNJ5KY,HP 682 Black Original Ink Cartridge,Computers&Accessories,828.0,861.0,0.04,4.2,0.013180622781767173,0.04156358238495795,No urgent price intervention.
B0B1MDZV9C,"INALSA Upright Vacuum Cleaner, 2-in-1,Handheld & Stick for Home & Office Use,800W- with 16KPA Strong Suction & HEPA Filtration|0.8L Dust Tank|Includes Multiple Accessories,(Grey/Black)",Home&Kitchen,2286.0,4495.0,0.49,3.9,0.013204772957153686,0.47278574962889663,Likely overpriced relative to customer value.
B01M6453MB,"Prestige Delight PRWO Electric Rice Cooker (1 L, White)",Home&Kitchen,2280.0,3045.0,0.25,4.1,0.01324031095582629,0.25358733300346364,No urgent price intervention.
B01M69WCZ6,"Allin Exporters J66 Ultrasonic Humidifier Cool Mist Air Purifier for Dryness, Cold & Cough Large Capacity for Room, Baby, Plants, Bedroom (2.4 L) (1 Year Warranty)",Home&Kitchen,2249.0,3550.0,0.37,4.0,0.013426944705191401,0.3661553686293914,No urgent price intervention.
B07TXCY3YK,"Butterfly Hero Mixer Grinder, 500W, 3 Jars (Grey)",Home&Kitchen,2237.81,3899.0,0.43,3.9,0.013495583588660591,0.41489361702127664,Likely overpriced relative to customer value.
B07MDRGHWQ,VW 60 cm (24 inches) Premium Series HD Ready LED TV VW24A (Black),Electronics,5699.0,11000.0,0.48,4.2,0.01356656853026659,0.4987629886194953,No urgent price intervention.
B009P2LIL4,"Bajaj Majesty RX10 2000 Watts Heat Convector Room Heater (White, ISI Approved)",Home&Kitchen,2219.0,3080.0,0.28,3.6,0.013612523045573926,0.2493814943097477,Likely overpriced relative to customer value.
B01M72LILF,"Logitech M221 Wireless Mouse, Silent Buttons, 2.4 GHz with USB Mini Receiver, 1000 DPI Optical Tracking, 18-Month Battery Life, Ambidextrous PC / Mac / Laptop - Charcoal Grey",Computers&Accessories,799.0,1295.0,0.38,4.4,0.013669894859721985,0.41365660564077195,No urgent price intervention.
B082T6V3DT,"AmazonBasics New Release Nylon USB-A to Lightning Cable Cord, Fast Charging MFi Certified Charger for Apple iPhone, iPad (6-Ft, Rose Gold)",Computers&Accessories,799.0,2100.0,0.62,4.3,0.013669894859721985,0.6595744680851064,No urgent price intervention.
B082T6V3DT,"AmazonBasics New Release Nylon USB-A to Lightning Cable Cord, Fast Charging MFi Certified Charger for Apple iPhone, iPad (6-Ft, Rose Gold)",Computers&Accessories,799.0,2100.0,0.62,4.3,0.013669894859721985,0.6595744680851064,No urgent price intervention.
B082T6V3DT,"AmazonBasics New Release Nylon USB-A to Lightning Cable Cord, Fast Charging MFi Certified Charger for Apple iPhone, iPad (6-Ft, Rose Gold)",Computers&Accessories,799.0,2100.0,0.62,4.3,0.013669894859721985,0.6595744680851064,No urgent price intervention.
B0B8SSZ76F,"Amazon Basics USB C to Lightning TPE MFi Certified Charging Cable (White, 1.2 meter)",Computers&Accessories,799.0,1999.0,0.6,4.2,0.013669894859721985,0.6234537357743691,No urgent price intervention.
B0162LYSFS,"boAt LTG 500 Apple MFI Certified for iPhone, iPad and iPod 2Mtr Data Cable(Metallic Silver)",Computers&Accessories,799.0,1749.0,0.54,4.1,0.013669894859721985,0.5477486392874814,No urgent price intervention.
B01LYU3BZF,Havells Ambrose 1200mm Ceiling Fan (Gold Mist Wood),Home&Kitchen,2199.0,3190.0,0.31,4.3,0.013739055010867333,0.3297872340425532,No urgent price intervention.
B01L7C4IU2,Havells Ambrose 1200mm Ceiling Fan (Pearl White Wood),Home&Kitchen,2199.0,3045.0,0.28,4.2,0.013739055010867333,0.29094507669470565,No urgent price intervention.
B09ZDVL7L8,"TTK Prestige Limited Orion Mixer Grinder 500 Watts, 3 Jars (1200ml, 1000ml, 500ml) (Red)",Home&Kitchen,2199.0,3895.0,0.44,3.9,0.013739055010867333,0.42454230578921326,Likely overpriced relative to customer value.
B00H0B29DI,USHA Heat Convector 812 T 2000-Watt with Instant Heating Feature (Black),Home&Kitchen,2199.0,2990.0,0.26,3.8,0.013739055010867333,0.24443344878772885,Likely overpriced relative to customer value.
B09MB3DKG1,"KHAITAN AVAANTE KA-2013 1200 Watt 3-Rod Halogen Heater (1200 Watts, Grey)",Home&Kitchen,2199.0,3999.0,0.45,3.5,0.013739055010867333,0.3896585848589807,Likely overpriced relative to customer value.
B07DWFX9YS,"Amazon Basics USB A to Lightning PVC Molded Nylon MFi Certified Charging Cable (Black, 1.2 meter)",Computers&Accessories,789.0,1999.0,0.61,4.2,0.013846948869838057,0.6338446313706086,No urgent price intervention.
B009P2LITG,"Bajaj Majesty RX11 2000 Watts Heat Convector Room Heater (White, ISI Approved)",Home&Kitchen,2169.0,3279.0,0.34,4.1,0.013933228199654377,0.3448787728847105,No urgent price intervention.
B00YMJ0OI8,Prestige PIC 20 1600 Watt Induction Cooktop with Push button (Black),Home&Kitchen,2148.0,3645.0,0.41,4.1,0.014072376611898278,0.41588322612568035,No urgent price intervention.
B01NBX5RSB,HP 65W AC Laptops Charger Adapter 4.5mm for HP Pavilion Black (Without Power Cable),Computers&Accessories,770.0,1547.0,0.5,4.3,0.014196021198094171,0.5319148936170213,No urgent price intervention.
B00LZPQVMK,Parker Vector Standard Chrome Trim Ball Pen (Ink - Black),OfficeProducts,272.0,320.0,0.15,4.0,0.014386778809061033,0.14844136566056407,No urgent price intervention.
B08L12N5H1,"Eureka Forbes car Vac 100 Watts Powerful Suction Vacuum Cleaner with Washable HEPA Filter, 3 Accessories,Compact,Light Weight & Easy to use (Black and Red)",Home&Kitchen,2099.0,2499.0,0.16,,0.014407884050853201,0.0,No urgent price intervention.
B071VNHMX2,Philips Daily Collection HD2582/00 830-Watt 2-Slice Pop-up Toaster (White),Home&Kitchen,2095.0,2095.0,0.0,4.5,0.014435965293028458,0.0,No urgent price intervention.
B09XRBJ94N,"iBELL SM1301 3-in-1 Sandwich Maker with Detachable Plates for Toast / Waffle / Grill , 750 Watt (Black)",Home&Kitchen,2092.0,4600.0,0.55,4.3,0.014457096696228453,0.5851063829787235,No urgent price intervention.
B09NBZ36F7,Usha CookJoy (CJ1600WPC) 1600 Watt Induction cooktop (Black),Home&Kitchen,2089.0,4000.0,0.48,4.2,0.01447828879278374,0.4987629886194953,No urgent price intervention.
B07WKB69RS,"Lifelong LLWH106 Flash 3 Litres Instant Water Heater for Home Use, 8 Bar Pressure,Power On/Off Indicator and Advanced Safety, (3000W, ISI Certified, 2 Years Warranty)",Home&Kitchen,2088.0,5550.0,0.62,4.0,0.014485366357597541,0.6135576447303316,No urgent price intervention.
B0B2DD8BQ8,Wipro Vesta Grill 1000 Watt Sandwich Maker |Dual function-SW Maker&Griller|Non stick Coat -BPA&PTFE Free |Auto Temp Cut-off| Height Control -180ᶿ&105ᶿ |2 year warranty|SS Finish|Standard size,Home&Kitchen,2079.0,3099.0,0.33,4.1,0.014549370829008942,0.334735279564572,No urgent price intervention.
B002SZEOLG,"TP-Link Nano USB WiFi Dongle 150Mbps High Gain Wireless Network Wi-Fi Adapter for PC Desktop and Laptops, Supports Windows 10/8.1/8/7/XP, Linux, Mac OS X (TL-WN722N)",Computers&Accessories,749.0,1339.0,0.44,4.2,0.014602442349585671,0.4571994062345374,No urgent price intervention.
B07T9FV9YP,Redgear Cloak Wired RGB Wired Over Ear Gaming Headphones with Mic for PC,Computers&Accessories,749.0,1799.0,0.58,4.0,0.014602442349585671,0.5739732805541811,No urgent price intervention.
B09Y358DZQ,"Pigeon Zest Mixer Grinder 3 Speed Control 750 Watt Powerful Copper Motor with 3 Stainless Steel Jars for Dry Grinding, Wet Grinding and Making Chutney and 3 Polycarbonate lids - Blue",Home&Kitchen,2033.0,4295.0,0.53,3.4,0.014885354950456297,0.44581890153389414,Likely overpriced relative to customer value.
B01EZ0X3L8,"SanDisk Ultra 64 GB USB Pen Drives (SDDDC2-064G-I35, Black, Silver)",Computers&Accessories,729.0,1650.0,0.56,4.3,0.01501127935611576,0.5957446808510638,No urgent price intervention.
B018SJJ0GE,Libra Roti Maker Electric Automatic | chapati Maker Electric Automatic | roti Maker Machine with 900 Watts for Making Roti/Chapati/Parathas - Stainless Steel,Home&Kitchen,1999.0,2999.0,0.33,4.4,0.015143629453018748,0.3592281048985651,No urgent price intervention.
B00HVXS7WC,"Bajaj Rex 500W Mixer Grinder with Nutri-Pro Feature, 3 Jars, White",Home&Kitchen,1999.0,3210.0,0.38,4.2,0.015143629453018748,0.3948540326571005,No urgent price intervention.
B09MT94QLL,"Havells Glaze 74W Pearl Ivory Gold Ceiling Fan, Sweep: 1200 Mm",Home&Kitchen,1999.0,4775.0,0.58,4.2,0.015143629453018748,0.6026719445818902,No urgent price intervention.
B07YCBSCYB,AmazonBasics Induction Cooktop 1600 Watt (Black),Home&Kitchen,1999.0,3300.0,0.39,4.2,0.015143629453018748,0.40524492825333996,No urgent price intervention.
B00KIDSU8S,Havells Ventil Air DX 200mm Exhaust Fan (White),Home&Kitchen,1999.0,2360.0,0.15,4.2,0.015143629453018748,0.15586343394359228,No urgent price intervention.
B09NTHQRW3,"InstaCuppa Portable Blender for Smoothie, Milk Shakes, Crushing Ice and Juices, USB Rechargeable Personal Blender Machine for Kitchen with 2000 mAh Rechargeable Battery, 150 Watt Motor, 400 ML",Home&Kitchen,1999.0,2499.0,0.2,4.1,0.015143629453018748,0.2028698664027709,No urgent price intervention.
B08CHKQ8D4,"Wayona Type C to Lightning MFI Certified 20W Fast charging Nylon Braided USB C Cable for iPhone 14, 14 Pro, 14 Pro Max, 14 Plus, 13, 13 Pro, 13 Pro Max, 13 Mini, 12, 12 Pro, 11, 11 Pro Max iPhone 12 Mini, X, 8 (2M, Grey)",Computers&Accessories,719.0,1499.0,0.52,4.1,0.015224227143244437,0.5274616526472043,No urgent price intervention.
B09HV71RL1,"Wayona Type C to Lightning MFI Certified 20W Fast charging Nylon Braided USB C Cable for iPhone 14 Pro, 14 Pro Max, 14, 14 Plus, 13, 13 Pro, 13 Pro Max, 13 Mini, 12, 12 Pro, 11, 11 Pro Max, iPhone 12 Mini (2M, Black)",Computers&Accessories,719.0,1499.0,0.52,4.1,0.015224227143244437,0.5274616526472043,No urgent price intervention.
B08CYPB15D,HP 805 Black Original Ink Cartridge,Computers&Accessories,717.0,761.0,0.06,4.0,0.015267529496610352,0.05937654626422563,No urgent price intervention.
B07NPBG1B4,"AmazonBasics High Speed 55 Watt Oscillating Pedestal Fan, 400mm Sweep Length, White (Without Remote)",Home&Kitchen,1982.84,3300.0,0.4,4.1,0.015269491178232035,0.4057397328055418,No urgent price intervention.
B09J2SCVQT,NutriPro Juicer Mixer Grinder - Smoothie Maker - 500 Watts (3 Jars 2 Blades),Home&Kitchen,1969.0,5000.0,0.61,4.1,0.015378925989201401,0.6187530925284512,No urgent price intervention.
B07DC4RZPY,"Amazon Basics USB A to Lightning MFi Certified Charging Cable (White, 1.2 meter)",Computers&Accessories,709.0,1999.0,0.65,4.1,0.015443181920136969,0.6593270658090055,No urgent price intervention.
B09CGLY5CX,"Crompton Insta Comfort Heater 2000 Watts Heat Convector with Adjustable Thermostats, Hybrid Cyan, Standard (‎ACGRH- INSTACOMFORT)",Home&Kitchen,1959.0,2400.0,0.18,4.0,0.015458959641716142,0.1781296387926769,No urgent price intervention.
B08CRRQK6Z,"Zebronics Zeb-JUKEBAR 3900, 80W Multimedia soundbar with subwoofer Supporting Bluetooth, HDMI(ARC), Coaxial Input, AUX, USB & Remote Control (Black)",Electronics,4999.0,12499.0,0.6,4.2,0.015508229772133337,0.6234537357743691,No urgent price intervention.
B0BD92GDQH,"OnePlus Nord Watch with 1.78” AMOLED Display, 60 Hz Refresh Rate, 105 Fitness Modes, 10 Days Battery, SPO2, Heart Rate, Stress Monitor, Women Health Tracker & Multiple Watch Face [Midnight Black]",Electronics,4999.0,6999.0,0.29,3.8,0.015508229772133337,0.272637308263236,Likely overpriced relative to customer value.
B00LHZWD0C,"Luxor 5 Subject Single Ruled Notebook - A4, 70 GSM, 300 pages",OfficeProducts,252.0,315.0,0.2,4.5,0.01555236970965604,0.22266204849084614,No urgent price intervention.
